|dates|Union_Ohio_UnitedStates.BLS_EmployedPopulation.data|Union_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Union_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Union_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Union_Ohio_UnitedStates.BLS_UnemploymentRate.data|Union_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Union_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Union_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-02|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-03|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-04|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-05|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-06|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-07|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-08|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-09|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-10|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-11|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-12|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-13|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-14|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-15|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-16|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-17|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-18|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-19|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-20|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-21|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-22|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-23|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-24|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-25|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-26|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-27|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-28|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-29|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-30|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-01-31|28211.5|0|1150.0|0|3.9166936294126664|0|29361.5|0
0|2020-02-01|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-02|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-03|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-04|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-05|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-06|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-07|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-08|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-09|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-10|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-11|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-12|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-13|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-14|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-15|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-16|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-17|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-18|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-19|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-20|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-21|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-22|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-23|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-24|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-25|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-26|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-27|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-28|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-02-29|28652.0|0|1052.5|0|3.5432341901058764|0|29704.5|0
0|2020-03-01|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-02|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-03|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-04|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-05|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-06|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-07|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-08|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-09|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-10|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-11|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-12|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-13|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-14|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-15|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-16|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-17|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-18|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-19|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
0|2020-03-20|28185.5|0|1132.5|0|3.862814653114128|0|29318.0|0
