|dates|Goochland_Virginia_UnitedStates.BLS_EmployedPopulation.data|Goochland_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Goochland_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Goochland_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Goochland_Virginia_UnitedStates.BLS_UnemploymentRate.data|Goochland_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Goochland_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Goochland_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-02|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-03|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-04|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-05|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-06|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-07|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-08|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-09|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-10|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-11|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-12|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-13|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-14|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-15|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-16|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-17|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-18|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-19|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-20|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-21|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-22|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-23|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-24|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-25|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-26|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-27|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-28|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-29|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-30|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-01-31|11172.5|0|321.0|0|2.792882933832166|0|11493.5|0
0|2020-02-01|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-02|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-03|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-04|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-05|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-06|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-07|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-08|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-09|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-10|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-11|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-12|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-13|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-14|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-15|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-16|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-17|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-18|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-19|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-20|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-21|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-22|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-23|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-24|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-25|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-26|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-27|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-28|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-02-29|11247.5|0|277.5|0|2.407809110629067|0|11525.0|0
0|2020-03-01|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-02|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-03|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-04|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-05|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-06|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-07|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-08|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-09|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-10|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-11|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-12|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-13|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-14|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-15|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-16|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-17|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-18|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-19|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-20|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-21|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-22|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-23|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-24|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-25|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-26|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-27|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-28|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-29|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-30|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-03-31|11055.0|0|318.5|0|2.800369279465424|0|11373.5|0
0|2020-04-01|9909.0|0|972.0|0|8.933002481389579|0|10881.0|0
0|2020-04-02|9909.0|0|972.0|0|8.933002481389579|0|10881.0|0
0|2020-04-03|9909.0|0|972.0|0|8.933002481389579|0|10881.0|0
0|2020-04-04|9909.0|0|972.0|0|8.933002481389579|0|10881.0|0
0|2020-04-05|9909.0|0|972.0|0|8.933002481389579|0|10881.0|0
0|2020-04-06|9909.0|0|972.0|0|8.933002481389579|0|10881.0|0
