|dates|Merrimack_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Merrimack_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Merrimack_NewHampshire_UnitedStates.Male_Total_Population.data|Merrimack_NewHampshire_UnitedStates.Male_Total_Population.missing|Merrimack_NewHampshire_UnitedStates.Female_Total_Population.data|Merrimack_NewHampshire_UnitedStates.Female_Total_Population.missing|Merrimack_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.data|Merrimack_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27566.0|0|74440.0|0|76692.0|0|28949.0|0
