|dates|SanJacinto_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanJacinto_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanJacinto_Texas_UnitedStates.Male_Total_Population.data|SanJacinto_Texas_UnitedStates.Male_Total_Population.missing|SanJacinto_Texas_UnitedStates.Female_Total_Population.data|SanJacinto_Texas_UnitedStates.Female_Total_Population.missing|SanJacinto_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|SanJacinto_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6280.0|0|14249.0|0|14470.0|0|6194.0|0
