|dates|Surry_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Surry_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Surry_Virginia_UnitedStates.Male_Total_Population.data|Surry_Virginia_UnitedStates.Male_Total_Population.missing|Surry_Virginia_UnitedStates.Female_Total_Population.data|Surry_Virginia_UnitedStates.Female_Total_Population.missing|Surry_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Surry_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1468.0|0|3198.0|0|3276.0|0|1084.0|0
