|dates|Gloucester_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gloucester_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gloucester_NewJersey_UnitedStates.Male_Total_Population.data|Gloucester_NewJersey_UnitedStates.Male_Total_Population.missing|Gloucester_NewJersey_UnitedStates.Female_Total_Population.data|Gloucester_NewJersey_UnitedStates.Female_Total_Population.missing|Gloucester_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Gloucester_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|46126.0|0|141789.0|0|149619.0|0|63440.0|0
