|dates|Polk_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Polk_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Polk_Texas_UnitedStates.Male_Total_Population.data|Polk_Texas_UnitedStates.Male_Total_Population.missing|Polk_Texas_UnitedStates.Female_Total_Population.data|Polk_Texas_UnitedStates.Female_Total_Population.missing|Polk_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Polk_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9422.0|0|26937.0|0|23094.0|0|10088.0|0
