|dates|Sequoyah_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sequoyah_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sequoyah_Oklahoma_UnitedStates.Male_Total_Population.data|Sequoyah_Oklahoma_UnitedStates.Male_Total_Population.missing|Sequoyah_Oklahoma_UnitedStates.Female_Total_Population.data|Sequoyah_Oklahoma_UnitedStates.Female_Total_Population.missing|Sequoyah_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Sequoyah_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7802.0|0|20267.0|0|20912.0|0|9421.0|0
