|dates|Franklin_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Mississippi_UnitedStates.Male_Total_Population.data|Franklin_Mississippi_UnitedStates.Male_Total_Population.missing|Franklin_Mississippi_UnitedStates.Female_Total_Population.data|Franklin_Mississippi_UnitedStates.Female_Total_Population.missing|Franklin_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1553.0|0|3828.0|0|3960.0|0|1806.0|0
