|dates|Thurston_Nebraska_UnitedStates.AveragePrecipitationTotal.data|Thurston_Nebraska_UnitedStates.AveragePrecipitationTotal.missing|Thurston_Nebraska_UnitedStates.AveragePrecipitation.data|Thurston_Nebraska_UnitedStates.AveragePrecipitation.missing|Thurston_Nebraska_UnitedStates.AverageWindDirection.data|Thurston_Nebraska_UnitedStates.AverageWindDirection.missing|Thurston_Nebraska_UnitedStates.AverageWindSpeed.data|Thurston_Nebraska_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|265.2083333333333|0|6.5|0
