|dates|Atchison_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Atchison_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Atchison_Kansas_UnitedStates.Male_Total_Population.data|Atchison_Kansas_UnitedStates.Male_Total_Population.missing|Atchison_Kansas_UnitedStates.Female_Total_Population.data|Atchison_Kansas_UnitedStates.Female_Total_Population.missing|Atchison_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Atchison_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2779.0|0|7861.0|0|8332.0|0|3781.0|0
