|dates|Bowie_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bowie_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bowie_Texas_UnitedStates.Male_Total_Population.data|Bowie_Texas_UnitedStates.Male_Total_Population.missing|Bowie_Texas_UnitedStates.Female_Total_Population.data|Bowie_Texas_UnitedStates.Female_Total_Population.missing|Bowie_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Bowie_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15605.0|0|47473.0|0|46851.0|0|22392.0|0
