|dates|Wayne_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wayne_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wayne_Kentucky_UnitedStates.Male_Total_Population.data|Wayne_Kentucky_UnitedStates.Male_Total_Population.missing|Wayne_Kentucky_UnitedStates.Female_Total_Population.data|Wayne_Kentucky_UnitedStates.Female_Total_Population.missing|Wayne_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Wayne_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4306.0|0|10174.0|0|10294.0|0|4175.0|0
