|dates|Monroe_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monroe_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monroe_Florida_UnitedStates.Male_Total_Population.data|Monroe_Florida_UnitedStates.Male_Total_Population.missing|Monroe_Florida_UnitedStates.Female_Total_Population.data|Monroe_Florida_UnitedStates.Female_Total_Population.missing|Monroe_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Monroe_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17266.0|0|39005.0|0|36022.0|0|11361.0|0
