|dates|Berkeley_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Berkeley_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Berkeley_SouthCarolina_UnitedStates.Male_Total_Population.data|Berkeley_SouthCarolina_UnitedStates.Male_Total_Population.missing|Berkeley_SouthCarolina_UnitedStates.Female_Total_Population.data|Berkeley_SouthCarolina_UnitedStates.Female_Total_Population.missing|Berkeley_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Berkeley_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30410.0|0|109817.0|0|111274.0|0|52749.0|0
