|dates|Florence_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Florence_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Florence_Wisconsin_UnitedStates.Male_Total_Population.data|Florence_Wisconsin_UnitedStates.Male_Total_Population.missing|Florence_Wisconsin_UnitedStates.Female_Total_Population.data|Florence_Wisconsin_UnitedStates.Female_Total_Population.missing|Florence_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Florence_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1125.0|0|2226.0|0|2095.0|0|639.0|0
