|dates|Sedgwick_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sedgwick_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sedgwick_Colorado_UnitedStates.Male_Total_Population.data|Sedgwick_Colorado_UnitedStates.Male_Total_Population.missing|Sedgwick_Colorado_UnitedStates.Female_Total_Population.data|Sedgwick_Colorado_UnitedStates.Female_Total_Population.missing|Sedgwick_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Sedgwick_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|604.0|0|1137.0|0|1166.0|0|469.0|0
