|dates|Sagadahoc_Maine_UnitedStates.BLS_EmployedPopulation.data|Sagadahoc_Maine_UnitedStates.BLS_EmployedPopulation.missing|Sagadahoc_Maine_UnitedStates.BLS_UnemployedPopulation.data|Sagadahoc_Maine_UnitedStates.BLS_UnemployedPopulation.missing|Sagadahoc_Maine_UnitedStates.BLS_UnemploymentRate.data|Sagadahoc_Maine_UnitedStates.BLS_UnemploymentRate.missing|Sagadahoc_Maine_UnitedStates.BLS_LaborForcePopulation.data|Sagadahoc_Maine_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-02|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-03|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-04|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-05|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-06|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-07|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-08|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-09|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-10|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-11|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-12|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-13|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-14|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-15|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-16|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-17|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-18|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-19|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-20|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-21|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-22|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-23|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-24|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-25|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-26|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-27|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-28|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-29|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-30|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-01-31|18829.5|0|529.0|0|2.7326497404241032|0|19358.5|0
0|2020-02-01|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-02|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-03|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-04|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-05|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-06|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-07|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-08|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-09|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-10|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-11|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-12|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-13|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-14|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-15|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-16|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-17|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-18|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-19|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-20|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-21|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-22|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-23|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-24|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-25|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-26|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-27|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-28|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-02-29|19054.0|0|548.5|0|2.7981124856523403|0|19602.5|0
0|2020-03-01|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-02|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-03|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-04|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-05|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-06|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-07|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-08|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-09|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-10|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-11|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-12|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-13|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-14|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-15|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-16|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-17|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-18|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-19|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-20|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-21|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-22|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
0|2020-03-23|18965.0|0|612.0|0|3.126117382642897|0|19577.0|0
