|dates|Williamsburg_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Williamsburg_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Williamsburg_SouthCarolina_UnitedStates.Male_Total_Population.data|Williamsburg_SouthCarolina_UnitedStates.Male_Total_Population.missing|Williamsburg_SouthCarolina_UnitedStates.Female_Total_Population.data|Williamsburg_SouthCarolina_UnitedStates.Female_Total_Population.missing|Williamsburg_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Williamsburg_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6441.0|0|14492.0|0|16114.0|0|6340.0|0
