|dates|Yadkin_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yadkin_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yadkin_NorthCarolina_UnitedStates.Male_Total_Population.data|Yadkin_NorthCarolina_UnitedStates.Male_Total_Population.missing|Yadkin_NorthCarolina_UnitedStates.Female_Total_Population.data|Yadkin_NorthCarolina_UnitedStates.Female_Total_Population.missing|Yadkin_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Yadkin_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7566.0|0|18479.0|0|19064.0|0|7792.0|0
