|dates|Petersburg_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Petersburg_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Petersburg_Alaska_UnitedStates.Male_Total_Population.data|Petersburg_Alaska_UnitedStates.Male_Total_Population.missing|Petersburg_Alaska_UnitedStates.Female_Total_Population.data|Petersburg_Alaska_UnitedStates.Female_Total_Population.missing|Petersburg_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Petersburg_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-03-11|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-12|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-13|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-14|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-15|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-16|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-17|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-18|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-19|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-20|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-21|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-22|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-23|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-24|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-25|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-26|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-27|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-28|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-29|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-30|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-03-31|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-01|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-02|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-03|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-04|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-05|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-06|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-07|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-08|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-09|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-10|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-11|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-12|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-13|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-14|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-15|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-16|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-17|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-18|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-19|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-20|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-21|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-22|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-23|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-24|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-25|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-26|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-27|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-28|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-29|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-04-30|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-01|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-02|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-03|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-04|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-05|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-06|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-07|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-08|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-09|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-10|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-11|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-12|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-13|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-14|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-15|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-16|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-17|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-18|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-19|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-20|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-21|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-22|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-23|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-24|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-25|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-26|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-27|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-28|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-29|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-30|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-05-31|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-01|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-02|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-03|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-04|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-05|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-06|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-07|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-08|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-09|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-10|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-11|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-12|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-13|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-14|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-15|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-16|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-17|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-18|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-19|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-20|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-21|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-22|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-23|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-24|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-25|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-26|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-27|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-28|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-29|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-06-30|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-01|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-02|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-03|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-04|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-05|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-06|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-07|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-08|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-09|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-10|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-11|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-12|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-13|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-14|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-15|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-16|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-17|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-18|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-19|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-20|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-21|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-22|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-23|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-24|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-25|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-26|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-27|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-28|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-29|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-30|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-07-31|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-01|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-02|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-03|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-04|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-05|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-06|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-07|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-08|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-09|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-10|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-11|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-12|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-13|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-14|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-15|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-16|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-17|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-18|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-19|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-20|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-21|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-22|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-23|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-24|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-25|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-26|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-27|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-28|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-29|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-30|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-08-31|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-01|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-02|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-03|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-04|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-05|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-06|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-07|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-08|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-09|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-10|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-11|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-12|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-13|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-14|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-15|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-16|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-17|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-18|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-19|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-20|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-21|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-22|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-23|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-24|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-25|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-26|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-27|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-28|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-29|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-09-30|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-01|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-02|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-03|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-04|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-05|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-06|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-07|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-08|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-09|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-10|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-11|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-12|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-13|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-14|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-15|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-16|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-17|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-18|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-19|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-20|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-21|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-22|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-23|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-24|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-25|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-26|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-27|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-28|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-29|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-30|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-10-31|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-01|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-02|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-03|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-04|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-05|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-06|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-07|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-08|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-09|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-10|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-11|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-12|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-13|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-14|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-15|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-16|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-17|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-18|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-19|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-20|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-21|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-22|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-23|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-24|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-25|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-26|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-27|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-28|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-29|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-11-30|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-01|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-02|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-03|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-04|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-05|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-06|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-07|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-08|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-09|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-10|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-11|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-12|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-13|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-14|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-15|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-16|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-17|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-18|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-19|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-20|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-21|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-22|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-23|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-24|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-25|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-26|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-27|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-28|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-29|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-30|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2020-12-31|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-01|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-02|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-03|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-04|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-05|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-06|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-07|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-08|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-09|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-10|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-11|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-12|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-13|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-14|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-15|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-16|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-17|615.0|0|1700.0|0|1521.0|0|670.0|0
0|2021-01-18|615.0|0|1700.0|0|1521.0|0|670.0|0
