|dates|OutofWA_Washington_UnitedStates.JHU_ConfirmedCases.data|OutofWA_Washington_UnitedStates.JHU_ConfirmedCases.missing|OutofWA_Washington_UnitedStates.NYT_ConfirmedCases.data|OutofWA_Washington_UnitedStates.NYT_ConfirmedCases.missing|OutofWA_Washington_UnitedStates.JHU_ConfirmedDeaths.data|OutofWA_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|OutofWA_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|OutofWA_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
