|dates|Montgomery_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_NewYork_UnitedStates.Male_Total_Population.data|Montgomery_NewYork_UnitedStates.Male_Total_Population.missing|Montgomery_NewYork_UnitedStates.Female_Total_Population.data|Montgomery_NewYork_UnitedStates.Female_Total_Population.missing|Montgomery_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9203.0|0|24350.0|0|25105.0|0|11248.0|0
