|dates|Neosho_Kansas_UnitedStates.BLS_EmployedPopulation.data|Neosho_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Neosho_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Neosho_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Neosho_Kansas_UnitedStates.BLS_UnemploymentRate.data|Neosho_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Neosho_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Neosho_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|5925.0|0|306.0|0|4.910929224843525|0|6231.0|0
