|dates|Cassia_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cassia_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cassia_Idaho_UnitedStates.Male_Total_Population.data|Cassia_Idaho_UnitedStates.Male_Total_Population.missing|Cassia_Idaho_UnitedStates.Female_Total_Population.data|Cassia_Idaho_UnitedStates.Female_Total_Population.missing|Cassia_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Cassia_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3391.0|0|12155.0|0|11709.0|0|7572.0|0
