|dates|Washington_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Ohio_UnitedStates.Male_Total_Population.data|Washington_Ohio_UnitedStates.Male_Total_Population.missing|Washington_Ohio_UnitedStates.Female_Total_Population.data|Washington_Ohio_UnitedStates.Female_Total_Population.missing|Washington_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12663.0|0|29533.0|0|30622.0|0|11844.0|0
