|dates|Johnson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Johnson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Johnson_Kentucky_UnitedStates.Male_Total_Population.data|Johnson_Kentucky_UnitedStates.Male_Total_Population.missing|Johnson_Kentucky_UnitedStates.Female_Total_Population.data|Johnson_Kentucky_UnitedStates.Female_Total_Population.missing|Johnson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Johnson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4117.0|0|10971.0|0|11415.0|0|4881.0|0
