|dates|Sierra_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sierra_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sierra_NewMexico_UnitedStates.Male_Total_Population.data|Sierra_NewMexico_UnitedStates.Male_Total_Population.missing|Sierra_NewMexico_UnitedStates.Female_Total_Population.data|Sierra_NewMexico_UnitedStates.Female_Total_Population.missing|Sierra_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Sierra_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4006.0|0|5489.0|0|5479.0|0|1709.0|0
