|dates|Motley_Texas_UnitedStates.JHU_ConfirmedCases.data|Motley_Texas_UnitedStates.JHU_ConfirmedCases.missing|Motley_Texas_UnitedStates.NYT_ConfirmedCases.data|Motley_Texas_UnitedStates.NYT_ConfirmedCases.missing|Motley_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Motley_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Motley_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Motley_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|141.0|0|0.0|100|8.0|0|0.0|100
