|dates|Ferry_Washington_UnitedStates.AveragePrecipitationTotal.data|Ferry_Washington_UnitedStates.AveragePrecipitationTotal.missing|Ferry_Washington_UnitedStates.AveragePrecipitation.data|Ferry_Washington_UnitedStates.AveragePrecipitation.missing|Ferry_Washington_UnitedStates.AverageWindDirection.data|Ferry_Washington_UnitedStates.AverageWindDirection.missing|Ferry_Washington_UnitedStates.AverageWindSpeed.data|Ferry_Washington_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.0|0|183.75|0|6.666666666666667|0
