|dates|Bracken_Kentucky_UnitedStates.AveragePrecipitationTotal.data|Bracken_Kentucky_UnitedStates.AveragePrecipitationTotal.missing|Bracken_Kentucky_UnitedStates.AveragePrecipitation.data|Bracken_Kentucky_UnitedStates.AveragePrecipitation.missing|Bracken_Kentucky_UnitedStates.AverageWindDirection.data|Bracken_Kentucky_UnitedStates.AverageWindDirection.missing|Bracken_Kentucky_UnitedStates.AverageWindSpeed.data|Bracken_Kentucky_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|9|0.0|9|293.9375|0|10.395833333333334|0
