|dates|Marion_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Ohio_UnitedStates.Male_Total_Population.data|Marion_Ohio_UnitedStates.Male_Total_Population.missing|Marion_Ohio_UnitedStates.Female_Total_Population.data|Marion_Ohio_UnitedStates.Female_Total_Population.missing|Marion_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11578.0|0|34658.0|0|30598.0|0|13671.0|0
