|dates|Menominee_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Menominee_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Menominee_Michigan_UnitedStates.Male_Total_Population.data|Menominee_Michigan_UnitedStates.Male_Total_Population.missing|Menominee_Michigan_UnitedStates.Female_Total_Population.data|Menominee_Michigan_UnitedStates.Female_Total_Population.missing|Menominee_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Menominee_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5652.0|0|11696.0|0|11287.0|0|4181.0|0
