|dates|Montgomery_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_Indiana_UnitedStates.Male_Total_Population.data|Montgomery_Indiana_UnitedStates.Male_Total_Population.missing|Montgomery_Indiana_UnitedStates.Female_Total_Population.data|Montgomery_Indiana_UnitedStates.Female_Total_Population.missing|Montgomery_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6874.0|0|19448.0|0|18898.0|0|8783.0|0
