|dates|Madison_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_Ohio_UnitedStates.Male_Total_Population.data|Madison_Ohio_UnitedStates.Male_Total_Population.missing|Madison_Ohio_UnitedStates.Female_Total_Population.data|Madison_Ohio_UnitedStates.Female_Total_Population.missing|Madison_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6863.0|0|24092.0|0|20321.0|0|9117.0|0
