|dates|St.Joseph_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Joseph_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Joseph_Michigan_UnitedStates.Male_Total_Population.data|St.Joseph_Michigan_UnitedStates.Male_Total_Population.missing|St.Joseph_Michigan_UnitedStates.Female_Total_Population.data|St.Joseph_Michigan_UnitedStates.Female_Total_Population.missing|St.Joseph_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|St.Joseph_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10983.0|0|30446.0|0|30597.0|0|14907.0|0
