|dates|Ottawa_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ottawa_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ottawa_Kansas_UnitedStates.Male_Total_Population.data|Ottawa_Kansas_UnitedStates.Male_Total_Population.missing|Ottawa_Kansas_UnitedStates.Female_Total_Population.data|Ottawa_Kansas_UnitedStates.Female_Total_Population.missing|Ottawa_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Ottawa_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1183.0|0|3009.0|0|2793.0|0|1312.0|0
