|dates|Norton_Kansas_UnitedStates.JHU_ConfirmedCases.data|Norton_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Norton_Kansas_UnitedStates.NYT_ConfirmedCases.data|Norton_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Norton_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Norton_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Norton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Norton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1299.0|0|0.0|100|28.0|0|0.0|100
