|dates|Barren_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Barren_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Barren_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Barren_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Barren_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Barren_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Barren_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Barren_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|16841.0|0|796.0|0|4.513239213018087|0|17637.0|0
