|dates|Forest_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Forest_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Forest_Pennsylvania_UnitedStates.Male_Total_Population.data|Forest_Pennsylvania_UnitedStates.Male_Total_Population.missing|Forest_Pennsylvania_UnitedStates.Female_Total_Population.data|Forest_Pennsylvania_UnitedStates.Female_Total_Population.missing|Forest_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Forest_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1645.0|0|4985.0|0|2294.0|0|777.0|0
