|dates|Lincoln_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Mississippi_UnitedStates.Male_Total_Population.data|Lincoln_Mississippi_UnitedStates.Male_Total_Population.missing|Lincoln_Mississippi_UnitedStates.Female_Total_Population.data|Lincoln_Mississippi_UnitedStates.Female_Total_Population.missing|Lincoln_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5881.0|0|16296.0|0|17909.0|0|8042.0|0
