|dates|Ada_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ada_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ada_Idaho_UnitedStates.Male_Total_Population.data|Ada_Idaho_UnitedStates.Male_Total_Population.missing|Ada_Idaho_UnitedStates.Female_Total_Population.data|Ada_Idaho_UnitedStates.Female_Total_Population.missing|Ada_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Ada_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|67792.0|0|235266.0|0|234700.0|0|111737.0|0
