|dates|Blount_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Blount_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Blount_Alabama_UnitedStates.Male_Total_Population.data|Blount_Alabama_UnitedStates.Male_Total_Population.missing|Blount_Alabama_UnitedStates.Female_Total_Population.data|Blount_Alabama_UnitedStates.Female_Total_Population.missing|Blount_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Blount_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10548.0|0|28500.0|0|29340.0|0|13392.0|0
