|dates|King_Texas_UnitedStates.JHU_ConfirmedCases.data|King_Texas_UnitedStates.JHU_ConfirmedCases.missing|King_Texas_UnitedStates.NYT_ConfirmedCases.data|King_Texas_UnitedStates.NYT_ConfirmedCases.missing|King_Texas_UnitedStates.JHU_ConfirmedDeaths.data|King_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|King_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|King_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|11.0|0|0.0|100|0.0|0|0.0|100
