|dates|Sheridan_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sheridan_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sheridan_Montana_UnitedStates.Male_Total_Population.data|Sheridan_Montana_UnitedStates.Male_Total_Population.missing|Sheridan_Montana_UnitedStates.Female_Total_Population.data|Sheridan_Montana_UnitedStates.Female_Total_Population.missing|Sheridan_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Sheridan_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|774.0|0|1735.0|0|1689.0|0|698.0|0
