|dates|DeKalb_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DeKalb_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DeKalb_Indiana_UnitedStates.Male_Total_Population.data|DeKalb_Indiana_UnitedStates.Male_Total_Population.missing|DeKalb_Indiana_UnitedStates.Female_Total_Population.data|DeKalb_Indiana_UnitedStates.Female_Total_Population.missing|DeKalb_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|DeKalb_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7019.0|0|21453.0|0|21773.0|0|10461.0|0
