|dates|Brunswick_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brunswick_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brunswick_Virginia_UnitedStates.Male_Total_Population.data|Brunswick_Virginia_UnitedStates.Male_Total_Population.missing|Brunswick_Virginia_UnitedStates.Female_Total_Population.data|Brunswick_Virginia_UnitedStates.Female_Total_Population.missing|Brunswick_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Brunswick_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3523.0|0|8773.0|0|7611.0|0|2674.0|0
