|dates|Franklin_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Louisiana_UnitedStates.Male_Total_Population.data|Franklin_Louisiana_UnitedStates.Male_Total_Population.missing|Franklin_Louisiana_UnitedStates.Female_Total_Population.data|Franklin_Louisiana_UnitedStates.Female_Total_Population.missing|Franklin_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3605.0|0|9752.0|0|10404.0|0|5154.0|0
