|dates|Branch_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Branch_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Branch_Michigan_UnitedStates.Male_Total_Population.data|Branch_Michigan_UnitedStates.Male_Total_Population.missing|Branch_Michigan_UnitedStates.Female_Total_Population.data|Branch_Michigan_UnitedStates.Female_Total_Population.missing|Branch_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Branch_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7932.0|0|22485.0|0|21137.0|0|10111.0|0
