|dates|Hemphill_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hemphill_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hemphill_Texas_UnitedStates.Male_Total_Population.data|Hemphill_Texas_UnitedStates.Male_Total_Population.missing|Hemphill_Texas_UnitedStates.Female_Total_Population.data|Hemphill_Texas_UnitedStates.Female_Total_Population.missing|Hemphill_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hemphill_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|553.0|0|1920.0|0|1905.0|0|1176.0|0
