|dates|HotSpring_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|HotSpring_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|HotSpring_Arkansas_UnitedStates.Male_Total_Population.data|HotSpring_Arkansas_UnitedStates.Male_Total_Population.missing|HotSpring_Arkansas_UnitedStates.Female_Total_Population.data|HotSpring_Arkansas_UnitedStates.Female_Total_Population.missing|HotSpring_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|HotSpring_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6369.0|0|17643.0|0|16058.0|0|6914.0|0
