|dates|Rabun_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rabun_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rabun_Georgia_UnitedStates.Male_Total_Population.data|Rabun_Georgia_UnitedStates.Male_Total_Population.missing|Rabun_Georgia_UnitedStates.Female_Total_Population.data|Rabun_Georgia_UnitedStates.Female_Total_Population.missing|Rabun_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Rabun_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4663.0|0|8295.0|0|8572.0|0|2858.0|0
