|dates|Chaffee_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chaffee_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chaffee_Colorado_UnitedStates.Male_Total_Population.data|Chaffee_Colorado_UnitedStates.Male_Total_Population.missing|Chaffee_Colorado_UnitedStates.Female_Total_Population.data|Chaffee_Colorado_UnitedStates.Female_Total_Population.missing|Chaffee_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Chaffee_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5084.0|0|10582.0|0|9445.0|0|3009.0|0
