|dates|Mercer_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mercer_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mercer_Ohio_UnitedStates.Male_Total_Population.data|Mercer_Ohio_UnitedStates.Male_Total_Population.missing|Mercer_Ohio_UnitedStates.Female_Total_Population.data|Mercer_Ohio_UnitedStates.Female_Total_Population.missing|Mercer_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Mercer_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7285.0|0|20660.0|0|20299.0|0|10531.0|0
