|dates|Mitchell_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mitchell_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mitchell_Kansas_UnitedStates.Male_Total_Population.data|Mitchell_Kansas_UnitedStates.Male_Total_Population.missing|Mitchell_Kansas_UnitedStates.Female_Total_Population.data|Mitchell_Kansas_UnitedStates.Female_Total_Population.missing|Mitchell_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Mitchell_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1450.0|0|3113.0|0|3037.0|0|1433.0|0
