|dates|Jefferson_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Kansas_UnitedStates.Male_Total_Population.data|Jefferson_Kansas_UnitedStates.Male_Total_Population.missing|Jefferson_Kansas_UnitedStates.Female_Total_Population.data|Jefferson_Kansas_UnitedStates.Female_Total_Population.missing|Jefferson_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3538.0|0|9661.0|0|9314.0|0|4328.0|0
