|dates|Union_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_Florida_UnitedStates.Male_Total_Population.data|Union_Florida_UnitedStates.Male_Total_Population.missing|Union_Florida_UnitedStates.Female_Total_Population.data|Union_Florida_UnitedStates.Female_Total_Population.missing|Union_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Union_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2237.0|0|9623.0|0|5317.0|0|2902.0|0
