|dates|Olmsted_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Olmsted_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Olmsted_Minnesota_UnitedStates.Male_Total_Population.data|Olmsted_Minnesota_UnitedStates.Male_Total_Population.missing|Olmsted_Minnesota_UnitedStates.Female_Total_Population.data|Olmsted_Minnesota_UnitedStates.Female_Total_Population.missing|Olmsted_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Olmsted_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|24272.0|0|76246.0|0|80031.0|0|38258.0|0
