|dates|Banks_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Banks_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Banks_Georgia_UnitedStates.Male_Total_Population.data|Banks_Georgia_UnitedStates.Male_Total_Population.missing|Banks_Georgia_UnitedStates.Female_Total_Population.data|Banks_Georgia_UnitedStates.Female_Total_Population.missing|Banks_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Banks_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3321.0|0|9645.0|0|9343.0|0|4238.0|0
