|dates|IndianRiver_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|IndianRiver_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|IndianRiver_Florida_UnitedStates.Male_Total_Population.data|IndianRiver_Florida_UnitedStates.Male_Total_Population.missing|IndianRiver_Florida_UnitedStates.Female_Total_Population.data|IndianRiver_Florida_UnitedStates.Female_Total_Population.missing|IndianRiver_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|IndianRiver_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|52019.0|0|75421.0|0|81992.0|0|25219.0|0
