|dates|Carter_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carter_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carter_Montana_UnitedStates.Male_Total_Population.data|Carter_Montana_UnitedStates.Male_Total_Population.missing|Carter_Montana_UnitedStates.Female_Total_Population.data|Carter_Montana_UnitedStates.Female_Total_Population.missing|Carter_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Carter_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|319.0|0|615.0|0|623.0|0|252.0|0
