|dates|Tucker_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tucker_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tucker_WestVirginia_UnitedStates.Male_Total_Population.data|Tucker_WestVirginia_UnitedStates.Male_Total_Population.missing|Tucker_WestVirginia_UnitedStates.Female_Total_Population.data|Tucker_WestVirginia_UnitedStates.Female_Total_Population.missing|Tucker_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Tucker_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1821.0|0|3554.0|0|3401.0|0|1077.0|0
