|dates|OutofNM_NewMexico_UnitedStates.BLS_EmployedPopulation.data|OutofNM_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|OutofNM_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|OutofNM_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|OutofNM_NewMexico_UnitedStates.BLS_UnemploymentRate.data|OutofNM_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|OutofNM_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|OutofNM_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
