|dates|York_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|York_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|York_Nebraska_UnitedStates.Male_Total_Population.data|York_Nebraska_UnitedStates.Male_Total_Population.missing|York_Nebraska_UnitedStates.Female_Total_Population.data|York_Nebraska_UnitedStates.Female_Total_Population.missing|York_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|York_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2800.0|0|6742.0|0|7030.0|0|3239.0|0
